row_id,original_log,datetime,user_id,transaction_type,amount,currency,location,device
2368,05/07/2025 14:58:54 ::: user1007 *** TRANSFER ::: amt:3333.65£ @ None <iPhone 13>,2025-07-05 14:58:54,user1007,transfer,3333.65,GBP,Unknown,iPhone 13
2369,2025-06-26 01:52:50 >> [user1022] did deposit - amt=£749.21 - Glasgow // dev:None,2025-06-26 01:52:50,user1022,deposit,749.21,GBP,Glasgow,Unknown
2370,2025-07-20 12:56:00 - user=user1063 - action=debit €2030.51 - ATM: None - device=Samsung Galaxy S10,2025-07-20 12:56:00,user1063,debit,2030.51,EUR,Unknown,Samsung Galaxy S10
2371,02/06/2025 11:54:51 ::: user1019 *** CASHOUT ::: amt:2453.26$ @ Glasgow <iPhone 13>,2025-06-02 11:54:51,user1019,cashout,2453.26,USD,Glasgow,iPhone 13
2372,2025-07-01 20:12:41::user1075::debit::3260.52::London::Xiaomi Mi 11,2025-07-01 20:12:41,user1075,debit,3260.52,GBP,London,Xiaomi Mi 11
2373,2025-07-26 14:23:19 >> [user1020] did debit - amt=$3244.09 - Birmingham // dev:Samsung Galaxy S10,2025-07-26 14:23:19,user1020,debit,3244.09,USD,Birmingham,Samsung Galaxy S10
2374,user1067 2025-07-11 16:59:07 refund 1015.87 Manchester Pixel 6,2025-07-11 16:59:07,user1067,refund,1015.87,GBP,Manchester,Pixel 6
2375,2025-07-15 01:50:32 >> [user1047] did refund - amt=€942.69 - Birmingham // dev:Samsung Galaxy S10,2025-07-15 01:50:32,user1047,refund,942.69,EUR,Birmingham,Samsung Galaxy S10
2376,2025-07-01 01:11:22 | user: user1028 | txn: transfer of £229.36 from Manchester | device: Huawei P30,2025-07-01 01:11:22,user1028,transfer,229.36,GBP,Manchester,Huawei P30
2377,user1029 2025-07-14 10:57:48 debit 35.43 London Samsung Galaxy S10,2025-07-14 10:57:48,user1029,debit,35.43,GBP,London,Samsung Galaxy S10
2378,user1017 2025-07-29 16:16:05 debit 1978.82 Leeds Xiaomi Mi 11,2025-07-29 16:16:05,user1017,debit,1978.82,GBP,Leeds,Xiaomi Mi 11
2379,2025-06-22 02:13:04 >> [user1029] did debit - amt=$2965.84 - Manchester // dev:Xiaomi Mi 11,2025-06-22 02:13:04,user1029,debit,2965.84,USD,Manchester,Xiaomi Mi 11
2380,2025-07-15 11:33:29::user1031::top-up::2133.73::Cardiff::Nokia 3310,2025-07-15 11:33:29,user1031,top-up,2133.73,GBP,Cardiff,Nokia 3310
2381,2025-06-09 13:14:11 >> [user1094] did withdrawal - amt=$2034.12 - Birmingham // dev:Pixel 6,2025-06-09 13:14:11,user1094,withdrawal,2034.12,USD,Birmingham,Pixel 6
2382,user1091 2025-07-06 11:01:03 purchase 189.14 Leeds Huawei P30,2025-07-06 11:01:03,user1091,purchase,189.14,GBP,Leeds,Huawei P30
2383,2025-06-27 19:39:04::user1049::transfer::4814.47::Manchester::iPhone 13,2025-06-27 19:39:04,user1049,transfer,4814.47,GBP,Manchester,iPhone 13
2384,2025-07-28 00:26:00::user1000::cashout::1114.48::London::Pixel 6,2025-07-28 00:26:00,user1000,cashout,1114.48,GBP,London,Pixel 6
2385,2025-06-23 01:31:05 - user=user1080 - action=debit £3595.36 - ATM: Birmingham - device=Huawei P30,2025-06-23 01:31:05,user1080,debit,3595.36,GBP,Birmingham,Huawei P30
2386,usr:user1035|transfer|€2313.9|Glasgow|2025-07-08 06:40:28|Xiaomi Mi 11,2025-07-08 06:40:28,user1035,transfer,2313.9,EUR,Glasgow,Xiaomi Mi 11
2387,user1063 2025-06-10 02:52:40 top-up 3059.01 Cardiff Xiaomi Mi 11,2025-06-10 02:52:40,user1063,top-up,3059.01,GBP,Cardiff,Xiaomi Mi 11
2388,2025-07-15 21:46:05 >> [user1080] did refund - amt=$4861.9 - Cardiff // dev:Pixel 6,2025-07-15 21:46:05,user1080,refund,4861.9,USD,Cardiff,Pixel 6
2389,2025-07-19 00:52:47 >> [user1048] did refund - amt=$3928.04 - Manchester // dev:Xiaomi Mi 11,2025-07-19 00:52:47,user1048,refund,3928.04,USD,Manchester,Xiaomi Mi 11
2390,2025-06-10 00:28:52 | user: user1029 | txn: purchase of $2875.02 from Leeds | device: Huawei P30,2025-06-10 00:28:52,user1029,purchase,2875.02,USD,Leeds,Huawei P30
2391,user1068 2025-07-15 13:05:26 transfer 731.37 Birmingham None,2025-07-15 13:05:26,user1068,transfer,731.37,GBP,Birmingham,Unknown
2392,2025-07-28 02:43:49 >> [user1057] did debit - amt=£3618.01 - Cardiff // dev:iPhone 13,2025-07-28 02:43:49,user1057,debit,3618.01,GBP,Cardiff,iPhone 13
2393,2025-06-22 02:37:38 | user: user1043 | txn: deposit of €4836.72 from None | device: Samsung Galaxy S10,2025-06-22 02:37:38,user1043,deposit,4836.72,EUR,Unknown,Samsung Galaxy S10
2394,2025-06-26 19:07:15::user1037::transfer::576.6::London::Xiaomi Mi 11,2025-06-26 19:07:15,user1037,transfer,576.6,GBP,London,Xiaomi Mi 11
2395,2025-07-03 21:28:44::user1012::top-up::964.39::Leeds::Huawei P30,2025-07-03 21:28:44,user1012,top-up,964.39,GBP,Leeds,Huawei P30
2396,2025-06-29 03:32:27 | user: user1091 | txn: transfer of £4295.86 from London | device: Samsung Galaxy S10,2025-06-29 03:32:27,user1091,transfer,4295.86,GBP,London,Samsung Galaxy S10
2397,2025-07-12 18:12:51 - user=user1086 - action=refund $1391.41 - ATM: Cardiff - device=Xiaomi Mi 11,2025-07-12 18:12:51,user1086,refund,1391.41,USD,Cardiff,Xiaomi Mi 11
2398,2025-06-20 10:16:24::user1020::purchase::2833.3::Liverpool::Pixel 6,2025-06-20 10:16:24,user1020,purchase,2833.3,GBP,Liverpool,Pixel 6
2399,user1083 2025-07-11 20:32:21 transfer 3894.15 None Huawei P30,2025-07-11 20:32:21,user1083,transfer,3894.15,GBP,Unknown,Huawei P30
2400,usr:user1081|cashout|£4854.29|Glasgow|2025-06-23 07:48:48|iPhone 13,2025-06-23 07:48:48,user1081,cashout,4854.29,GBP,Glasgow,iPhone 13
2401,2025-07-12 17:10:29::user1000::top-up::2763.2::Cardiff::Pixel 6,2025-07-12 17:10:29,user1000,top-up,2763.2,GBP,Cardiff,Pixel 6
2402,user1081 2025-07-08 10:32:21 withdrawal 4425.21 Liverpool Samsung Galaxy S10,2025-07-08 10:32:21,user1081,withdrawal,4425.21,GBP,Liverpool,Samsung Galaxy S10
2403,usr:user1037|transfer|£1326.35|Manchester|2025-06-10 16:01:21|iPhone 13,2025-06-10 16:01:21,user1037,transfer,1326.35,GBP,Manchester,iPhone 13
2404,22/07/2025 14:44:20 ::: user1017 *** WITHDRAWAL ::: amt:2761.29€ @ Birmingham <Pixel 6>,2025-07-22 14:44:20,user1017,withdrawal,2761.29,EUR,Birmingham,Pixel 6
2405,2025-07-24 18:47:58 - user=user1063 - action=refund €1907.76 - ATM: London - device=Samsung Galaxy S10,2025-07-24 18:47:58,user1063,refund,1907.76,EUR,London,Samsung Galaxy S10
2406,usr:user1087|debit|$2191.33|Manchester|2025-07-07 22:28:36|Xiaomi Mi 11,2025-07-07 22:28:36,user1087,debit,2191.33,USD,Manchester,Xiaomi Mi 11
2407,2025-06-28 10:04:27 >> [user1048] did withdrawal - amt=$1511.19 - London // dev:Samsung Galaxy S10,2025-06-28 10:04:27,user1048,withdrawal,1511.19,USD,London,Samsung Galaxy S10
2408,2025-07-16 14:39:19::user1008::refund::2111.2::Liverpool::Xiaomi Mi 11,2025-07-16 14:39:19,user1008,refund,2111.2,GBP,Liverpool,Xiaomi Mi 11
2409,2025-06-20 12:00:31 >> [user1022] did transfer - amt=£995.65 - Liverpool // dev:None,2025-06-20 12:00:31,user1022,transfer,995.65,GBP,Liverpool,Unknown
2410,2025-06-25 02:47:00 - user=user1003 - action=transfer $82.19 - ATM: Leeds - device=None,2025-06-25 02:47:00,user1003,transfer,82.19,USD,Leeds,Unknown
2411,2025-06-27 12:10:49 >> [user1093] did purchase - amt=£4389.2 - London // dev:Samsung Galaxy S10,2025-06-27 12:10:49,user1093,purchase,4389.2,GBP,London,Samsung Galaxy S10
2412,user1079 2025-06-10 23:28:06 cashout 2342.76 Manchester Pixel 6,2025-06-10 23:28:06,user1079,cashout,2342.76,GBP,Manchester,Pixel 6
2413,user1034 2025-06-28 06:56:53 top-up 4664.14 None Nokia 3310,2025-06-28 06:56:53,user1034,top-up,4664.14,GBP,Unknown,Nokia 3310
2414,2025-07-27 07:01:26 | user: user1097 | txn: debit of $3048.75 from Birmingham | device: Samsung Galaxy S10,2025-07-27 07:01:26,user1097,debit,3048.75,USD,Birmingham,Samsung Galaxy S10
2415,28/06/2025 16:30:02 ::: user1097 *** REFUND ::: amt:3209.13£ @ London <iPhone 13>,2025-06-28 16:30:02,user1097,refund,3209.13,GBP,London,iPhone 13
2416,2025-07-27 05:03:58 >> [user1048] did refund - amt=£4080.51 - Glasgow // dev:iPhone 13,2025-07-27 05:03:58,user1048,refund,4080.51,GBP,Glasgow,iPhone 13
2417,2025-07-06 14:06:25 - user=user1008 - action=transfer €234.29 - ATM: Cardiff - device=Xiaomi Mi 11,2025-07-06 14:06:25,user1008,transfer,234.29,EUR,Cardiff,Xiaomi Mi 11
2418,10/07/2025 20:42:35 ::: user1006 *** WITHDRAWAL ::: amt:455.24€ @ Liverpool <Samsung Galaxy S10>,2025-07-10 20:42:35,user1006,withdrawal,455.24,EUR,Liverpool,Samsung Galaxy S10
2419,user1037 2025-07-14 07:04:58 withdrawal 4405.52 None Nokia 3310,2025-07-14 07:04:58,user1037,withdrawal,4405.52,GBP,Unknown,Nokia 3310
2420,2025-06-27 02:39:20 | user: user1046 | txn: refund of €2070.19 from Liverpool | device: Huawei P30,2025-06-27 02:39:20,user1046,refund,2070.19,EUR,Liverpool,Huawei P30
2421,2025-07-21 15:38:37::user1067::transfer::1698.05::Liverpool::Samsung Galaxy S10,2025-07-21 15:38:37,user1067,transfer,1698.05,GBP,Liverpool,Samsung Galaxy S10
2422,user1087 2025-07-16 02:07:50 withdrawal 4013.52 Birmingham Xiaomi Mi 11,2025-07-16 02:07:50,user1087,withdrawal,4013.52,GBP,Birmingham,Xiaomi Mi 11
2423,15/07/2025 12:49:42 ::: user1080 *** PURCHASE ::: amt:2257.4£ @ Liverpool <iPhone 13>,2025-07-15 12:49:42,user1080,purchase,2257.4,GBP,Liverpool,iPhone 13
2424,2025-07-06 14:32:03 | user: user1064 | txn: deposit of £4896.65 from None | device: None,2025-07-06 14:32:03,user1064,deposit,4896.65,GBP,Unknown,Unknown
2425,2025-06-09 15:46:09 | user: user1010 | txn: top-up of €4912.62 from Leeds | device: Nokia 3310,2025-06-09 15:46:09,user1010,top-up,4912.62,EUR,Leeds,Nokia 3310
2426,2025-06-04 02:11:11 | user: user1034 | txn: deposit of £2272.62 from None | device: Huawei P30,2025-06-04 02:11:11,user1034,deposit,2272.62,GBP,Unknown,Huawei P30
2427,usr:user1067|purchase|$2991.72|Manchester|2025-07-12 20:12:14|None,2025-07-12 20:12:14,user1067,purchase,2991.72,USD,Manchester,Unknown
2428,2025-07-04 23:48:09 - user=user1055 - action=top-up $891.84 - ATM: Manchester - device=Xiaomi Mi 11,2025-07-04 23:48:09,user1055,top-up,891.84,USD,Manchester,Xiaomi Mi 11
2429,usr:user1097|transfer|$711.38|Leeds|2025-06-01 22:55:35|Pixel 6,2025-06-01 22:55:35,user1097,transfer,711.38,USD,Leeds,Pixel 6
2430,2025-07-03 20:19:18::user1080::purchase::2788.22::Liverpool::iPhone 13,2025-07-03 20:19:18,user1080,purchase,2788.22,GBP,Liverpool,iPhone 13
2431,2025-06-05 04:21:27::user1037::transfer::722.57::Liverpool::Xiaomi Mi 11,2025-06-05 04:21:27,user1037,transfer,722.57,GBP,Liverpool,Xiaomi Mi 11
2432,2025-07-01 09:15:57 >> [user1014] did refund - amt=€2955.92 - Leeds // dev:Nokia 3310,2025-07-01 09:15:57,user1014,refund,2955.92,EUR,Leeds,Nokia 3310
2433,usr:user1012|withdrawal|£3462.09|Glasgow|2025-06-19 17:23:14|Huawei P30,2025-06-19 17:23:14,user1012,withdrawal,3462.09,GBP,Glasgow,Huawei P30
2434,07/07/2025 22:03:36 ::: user1058 *** TOP-UP ::: amt:59.71$ @ London <Nokia 3310>,2025-07-07 22:03:36,user1058,top-up,59.71,USD,London,Nokia 3310
2435,2025-06-20 03:40:38::user1003::top-up::3069.63::Birmingham::iPhone 13,2025-06-20 03:40:38,user1003,top-up,3069.63,GBP,Birmingham,iPhone 13
2436,user1048 2025-06-30 01:38:03 debit 2484.68 Liverpool Xiaomi Mi 11,2025-06-30 01:38:03,user1048,debit,2484.68,GBP,Liverpool,Xiaomi Mi 11
2437,2025-06-25 14:57:43 >> [user1032] did purchase - amt=€800.63 - Birmingham // dev:Xiaomi Mi 11,2025-06-25 14:57:43,user1032,purchase,800.63,EUR,Birmingham,Xiaomi Mi 11
2438,05/06/2025 11:14:59 ::: user1090 *** TRANSFER ::: amt:2262.3$ @ None <Huawei P30>,2025-06-05 11:14:59,user1090,transfer,2262.3,USD,Unknown,Huawei P30
2439,user1043 2025-07-15 09:48:57 top-up 2836.63 Leeds iPhone 13,2025-07-15 09:48:57,user1043,top-up,2836.63,GBP,Leeds,iPhone 13
2440,2025-06-20 19:28:00::user1089::deposit::709.66::Liverpool::iPhone 13,2025-06-20 19:28:00,user1089,deposit,709.66,GBP,Liverpool,iPhone 13
2441,2025-07-26 20:16:00::user1011::transfer::755.4::Manchester::iPhone 13,2025-07-26 20:16:00,user1011,transfer,755.4,GBP,Manchester,iPhone 13
2442,user1047 2025-07-15 06:03:51 cashout 1092.61 Birmingham Huawei P30,2025-07-15 06:03:51,user1047,cashout,1092.61,GBP,Birmingham,Huawei P30
2443,user1048 2025-07-06 14:05:25 cashout 1222.57 Liverpool Pixel 6,2025-07-06 14:05:25,user1048,cashout,1222.57,GBP,Liverpool,Pixel 6
2444,user1097 2025-06-08 16:36:57 refund 3320.74 London Xiaomi Mi 11,2025-06-08 16:36:57,user1097,refund,3320.74,GBP,London,Xiaomi Mi 11
2445,07/07/2025 22:48:05 ::: user1025 *** WITHDRAWAL ::: amt:219.0€ @ Glasgow <Pixel 6>,2025-07-07 22:48:05,user1025,withdrawal,219.0,EUR,Glasgow,Pixel 6
2446,23/06/2025 10:25:22 ::: user1004 *** DEPOSIT ::: amt:884.72£ @ Manchester <Nokia 3310>,2025-06-23 10:25:22,user1004,deposit,884.72,GBP,Manchester,Nokia 3310
2447,2025-06-03 17:57:38::user1027::top-up::3746.17::Manchester::Pixel 6,2025-06-03 17:57:38,user1027,top-up,3746.17,GBP,Manchester,Pixel 6
2448,2025-07-03 11:53:03::user1034::refund::4468.25::Manchester::None,2025-07-03 11:53:03,user1034,refund,4468.25,GBP,Manchester,Unknown
2449,2025-06-16 16:12:38 | user: user1024 | txn: withdrawal of $1947.93 from Liverpool | device: Nokia 3310,2025-06-16 16:12:38,user1024,withdrawal,1947.93,USD,Liverpool,Nokia 3310
2450,user1027 2025-06-12 16:48:34 purchase 4159.71 Birmingham Nokia 3310,2025-06-12 16:48:34,user1027,purchase,4159.71,GBP,Birmingham,Nokia 3310
2451,2025-07-23 09:31:22 - user=user1070 - action=cashout $1409.56 - ATM: Cardiff - device=Nokia 3310,2025-07-23 09:31:22,user1070,cashout,1409.56,USD,Cardiff,Nokia 3310
2452,07/07/2025 11:55:46 ::: user1020 *** CASHOUT ::: amt:3621.38£ @ Cardiff <Pixel 6>,2025-07-07 11:55:46,user1020,cashout,3621.38,GBP,Cardiff,Pixel 6
2453,2025-07-20 11:58:45 - user=user1089 - action=transfer $3574.58 - ATM: Liverpool - device=Samsung Galaxy S10,2025-07-20 11:58:45,user1089,transfer,3574.58,USD,Liverpool,Samsung Galaxy S10
2454,usr:user1012|transfer|€86.52|Manchester|2025-06-28 23:51:04|iPhone 13,2025-06-28 23:51:04,user1012,transfer,86.52,EUR,Manchester,iPhone 13
2455,user1017 2025-06-24 18:55:17 deposit 451.15 None Samsung Galaxy S10,2025-06-24 18:55:17,user1017,deposit,451.15,GBP,Unknown,Samsung Galaxy S10
2456,02/06/2025 08:17:16 ::: user1019 *** REFUND ::: amt:2877.26€ @ Manchester <Pixel 6>,2025-06-02 08:17:16,user1019,refund,2877.26,EUR,Manchester,Pixel 6
2457,2025-07-22 22:35:17 >> [user1031] did purchase - amt=€555.36 - London // dev:iPhone 13,2025-07-22 22:35:17,user1031,purchase,555.36,EUR,London,iPhone 13
2458,2025-06-09 19:21:47 | user: user1099 | txn: cashout of €2049.7 from Liverpool | device: Pixel 6,2025-06-09 19:21:47,user1099,cashout,2049.7,EUR,Liverpool,Pixel 6
2459,2025-07-09 19:31:41::user1054::withdrawal::1739.83::Liverpool::None,2025-07-09 19:31:41,user1054,withdrawal,1739.83,GBP,Liverpool,Unknown
2460,2025-06-26 23:26:11 | user: user1012 | txn: cashout of £943.57 from London | device: Huawei P30,2025-06-26 23:26:11,user1012,cashout,943.57,GBP,London,Huawei P30
2461,2025-07-02 19:52:13 | user: user1020 | txn: transfer of €1351.49 from Glasgow | device: None,2025-07-02 19:52:13,user1020,transfer,1351.49,EUR,Glasgow,Unknown
2462,2025-06-11 20:41:36 | user: user1087 | txn: transfer of €4624.6 from Liverpool | device: Pixel 6,2025-06-11 20:41:36,user1087,transfer,4624.6,EUR,Liverpool,Pixel 6
2463,user1064 2025-07-30 15:54:30 cashout 885.99 Manchester Samsung Galaxy S10,2025-07-30 15:54:30,user1064,cashout,885.99,GBP,Manchester,Samsung Galaxy S10
2464,2025-07-18 05:23:29 >> [user1046] did refund - amt=£4825.7 - London // dev:iPhone 13,2025-07-18 05:23:29,user1046,refund,4825.7,GBP,London,iPhone 13
2465,2025-07-10 15:36:18 - user=user1017 - action=purchase £1747.29 - ATM: None - device=Pixel 6,2025-07-10 15:36:18,user1017,purchase,1747.29,GBP,Unknown,Pixel 6
2466,2025-06-25 08:50:11::user1082::cashout::475.76::Leeds::Nokia 3310,2025-06-25 08:50:11,user1082,cashout,475.76,GBP,Leeds,Nokia 3310
2467,usr:user1006|transfer|€32.36|Manchester|2025-07-18 13:56:31|Nokia 3310,2025-07-18 13:56:31,user1006,transfer,32.36,EUR,Manchester,Nokia 3310
2468,2025-06-25 03:21:52 - user=user1080 - action=deposit $3106.23 - ATM: None - device=Xiaomi Mi 11,2025-06-25 03:21:52,user1080,deposit,3106.23,USD,Unknown,Xiaomi Mi 11
2469,user1043 2025-06-07 07:43:35 withdrawal 4953.39 Liverpool Pixel 6,2025-06-07 07:43:35,user1043,withdrawal,4953.39,GBP,Liverpool,Pixel 6
2470,23/06/2025 06:04:39 ::: user1068 *** TOP-UP ::: amt:3479.96$ @ Leeds <Nokia 3310>,2025-06-23 06:04:39,user1068,top-up,3479.96,USD,Leeds,Nokia 3310
2471,2025-07-22 09:37:03::user1077::refund::3084.1::Liverpool::Huawei P30,2025-07-22 09:37:03,user1077,refund,3084.1,GBP,Liverpool,Huawei P30
2472,usr:user1013|refund|€4433.09|London|2025-07-04 17:59:40|Xiaomi Mi 11,2025-07-04 17:59:40,user1013,refund,4433.09,EUR,London,Xiaomi Mi 11
2473,usr:user1059|debit|€714.45|Leeds|2025-06-07 01:46:59|Xiaomi Mi 11,2025-06-07 01:46:59,user1059,debit,714.45,EUR,Leeds,Xiaomi Mi 11
2474,usr:user1095|top-up|€1032.08|Manchester|2025-06-11 09:27:24|Xiaomi Mi 11,2025-06-11 09:27:24,user1095,top-up,1032.08,EUR,Manchester,Xiaomi Mi 11
2475,11/06/2025 00:38:09 ::: user1020 *** WITHDRAWAL ::: amt:1326.84$ @ London <Nokia 3310>,2025-06-11 00:38:09,user1020,withdrawal,1326.84,USD,London,Nokia 3310
2476,2025-06-20 14:54:54 | user: user1068 | txn: cashout of $4379.32 from Liverpool | device: iPhone 13,2025-06-20 14:54:54,user1068,cashout,4379.32,USD,Liverpool,iPhone 13
2477,user1035 2025-06-26 06:33:12 cashout 698.57 London Xiaomi Mi 11,2025-06-26 06:33:12,user1035,cashout,698.57,GBP,London,Xiaomi Mi 11
2478,usr:user1011|purchase|£4374.8|Birmingham|2025-06-23 01:12:42|Xiaomi Mi 11,2025-06-23 01:12:42,user1011,purchase,4374.8,GBP,Birmingham,Xiaomi Mi 11
2479,2025-07-13 06:25:21 - user=user1096 - action=purchase €3094.65 - ATM: None - device=Huawei P30,2025-07-13 06:25:21,user1096,purchase,3094.65,EUR,Unknown,Huawei P30
2480,2025-06-08 03:07:33::user1081::withdrawal::237.17::London::Pixel 6,2025-06-08 03:07:33,user1081,withdrawal,237.17,GBP,London,Pixel 6
2481,2025-06-18 06:59:00::user1064::cashout::3799.1::Manchester::None,2025-06-18 06:59:00,user1064,cashout,3799.1,GBP,Manchester,Unknown
2482,2025-06-29 11:07:09 - user=user1087 - action=purchase $87.42 - ATM: Leeds - device=Huawei P30,2025-06-29 11:07:09,user1087,purchase,87.42,USD,Leeds,Huawei P30
2483,usr:user1028|refund|£3836.5|None|2025-07-14 00:46:24|None,2025-07-14 00:46:24,user1028,refund,3836.5,GBP,Unknown,Unknown
2484,2025-07-25 10:04:10 | user: user1099 | txn: debit of €2847.84 from None | device: Pixel 6,2025-07-25 10:04:10,user1099,debit,2847.84,EUR,Unknown,Pixel 6
2485,2025-07-12 13:14:32 | user: user1014 | txn: deposit of £2654.57 from Leeds | device: Pixel 6,2025-07-12 13:14:32,user1014,deposit,2654.57,GBP,Leeds,Pixel 6
2486,2025-07-19 06:34:37 - user=user1017 - action=deposit £3155.49 - ATM: Leeds - device=Huawei P30,2025-07-19 06:34:37,user1017,deposit,3155.49,GBP,Leeds,Huawei P30
2487,19/07/2025 13:33:13 ::: user1069 *** PURCHASE ::: amt:1357.65$ @ Cardiff <Huawei P30>,2025-07-19 13:33:13,user1069,purchase,1357.65,USD,Cardiff,Huawei P30
2488,30/06/2025 02:55:53 ::: user1034 *** TOP-UP ::: amt:825.01£ @ Leeds <Samsung Galaxy S10>,2025-06-30 02:55:53,user1034,top-up,825.01,GBP,Leeds,Samsung Galaxy S10
2489,16/07/2025 21:25:30 ::: user1000 *** TOP-UP ::: amt:4662.26£ @ Liverpool <Nokia 3310>,2025-07-16 21:25:30,user1000,top-up,4662.26,GBP,Liverpool,Nokia 3310
2490,2025-07-19 21:55:20 | user: user1028 | txn: withdrawal of £1659.59 from Cardiff | device: Xiaomi Mi 11,2025-07-19 21:55:20,user1028,withdrawal,1659.59,GBP,Cardiff,Xiaomi Mi 11
2491,usr:user1073|debit|$1537.21|Cardiff|2025-07-08 13:35:04|None,2025-07-08 13:35:04,user1073,debit,1537.21,USD,Cardiff,Unknown
2492,08/07/2025 15:10:26 ::: user1014 *** TOP-UP ::: amt:1862.45£ @ Leeds <Huawei P30>,2025-07-08 15:10:26,user1014,top-up,1862.45,GBP,Leeds,Huawei P30
2493,2025-07-28 19:19:19 - user=user1071 - action=purchase $2672.35 - ATM: London - device=Xiaomi Mi 11,2025-07-28 19:19:19,user1071,purchase,2672.35,USD,London,Xiaomi Mi 11
2494,18/07/2025 22:24:48 ::: user1000 *** REFUND ::: amt:1665.75$ @ Glasgow <iPhone 13>,2025-07-18 22:24:48,user1000,refund,1665.75,USD,Glasgow,iPhone 13
2495,11/07/2025 04:29:17 ::: user1058 *** WITHDRAWAL ::: amt:17.62£ @ Leeds <Samsung Galaxy S10>,2025-07-11 04:29:17,user1058,withdrawal,17.62,GBP,Leeds,Samsung Galaxy S10
2496,02/07/2025 00:14:38 ::: user1003 *** DEPOSIT ::: amt:4646.55$ @ Glasgow <Nokia 3310>,2025-07-02 00:14:38,user1003,deposit,4646.55,USD,Glasgow,Nokia 3310
2497,2025-06-10 05:10:38::user1064::purchase::3087.81::Birmingham::Pixel 6,2025-06-10 05:10:38,user1064,purchase,3087.81,GBP,Birmingham,Pixel 6
2498,2025-06-25 06:12:58::user1046::top-up::855.67::Cardiff::Samsung Galaxy S10,2025-06-25 06:12:58,user1046,top-up,855.67,GBP,Cardiff,Samsung Galaxy S10
2499,2025-06-22 14:05:49::user1000::top-up::507.91::Birmingham::Xiaomi Mi 11,2025-06-22 14:05:49,user1000,top-up,507.91,GBP,Birmingham,Xiaomi Mi 11
2500,2025-06-20 05:27:35 >> [user1034] did refund - amt=£1346.96 - Birmingham // dev:Pixel 6,2025-06-20 05:27:35,user1034,refund,1346.96,GBP,Birmingham,Pixel 6
2501,usr:user1053|top-up|€2903.32|None|2025-06-16 23:17:41|Samsung Galaxy S10,2025-06-16 23:17:41,user1053,top-up,2903.32,EUR,Unknown,Samsung Galaxy S10
2502,2025-06-08 04:29:14 - user=user1017 - action=purchase €976.98 - ATM: Glasgow - device=Xiaomi Mi 11,2025-06-08 04:29:14,user1017,purchase,976.98,EUR,Glasgow,Xiaomi Mi 11
2503,2025-07-17 07:36:59 | user: user1003 | txn: purchase of €1198.99 from Liverpool | device: Xiaomi Mi 11,2025-07-17 07:36:59,user1003,purchase,1198.99,EUR,Liverpool,Xiaomi Mi 11
2504,19/07/2025 18:05:44 ::: user1031 *** DEBIT ::: amt:2530.63£ @ Manchester <Huawei P30>,2025-07-19 18:05:44,user1031,debit,2530.63,GBP,Manchester,Huawei P30
2505,2025-07-03 19:49:47::user1027::debit::982.3::Leeds::Samsung Galaxy S10,2025-07-03 19:49:47,user1027,debit,982.3,GBP,Leeds,Samsung Galaxy S10
2506,usr:user1014|deposit|£1567.99|None|2025-07-13 22:50:43|Pixel 6,2025-07-13 22:50:43,user1014,deposit,1567.99,GBP,Unknown,Pixel 6
2507,2025-06-14 16:52:46 >> [user1088] did top-up - amt=£4158.83 - Birmingham // dev:Pixel 6,2025-06-14 16:52:46,user1088,top_up,4158.83,GBP,Birmingham,Pixel 6
2508,user1083 2025-06-09 05:58:28 withdrawal 508.53 Manchester Huawei P30,2025-06-09 05:58:28,user1083,withdrawal,508.53,GBP,Manchester,Huawei P30
2509,2025-07-28 04:06:06 - user=user1014 - action=debit $940.77 - ATM: Leeds - device=Xiaomi Mi 11,2025-07-28 04:06:06,user1014,debit,940.77,USD,Leeds,Xiaomi Mi 11
2510,user1013 2025-07-22 21:43:05 debit 2214.02 Liverpool None,2025-07-22 21:43:05,user1013,debit,2214.02,GBP,Liverpool,Unknown
2511,user1019 2025-06-19 19:34:58 deposit 4934.7 Glasgow Nokia 3310,2025-06-19 19:34:58,user1019,deposit,4934.7,GBP,Glasgow,Nokia 3310
2512,2025-06-22 00:28:49::user1035::refund::4443.41::Leeds::Huawei P30,2025-06-22 00:28:49,user1035,refund,4443.41,GBP,Leeds,Huawei P30
2513,2025-07-16 16:30:45::user1085::debit::1140.15::Glasgow::Nokia 3310,2025-07-16 16:30:45,user1085,debit,1140.15,GBP,Glasgow,Nokia 3310
2514,2025-06-14 03:55:00::user1020::refund::3096.65::None::None,2025-06-14 03:55:00,user1020,refund,3096.65,GBP,Unknown,Unknown
2515,2025-07-30 10:14:11::user1029::transfer::2805.64::None::Huawei P30,2025-07-30 10:14:11,user1029,transfer,2805.64,GBP,Unknown,Huawei P30
2516,2025-06-25 16:02:44 | user: user1077 | txn: transfer of €4727.29 from Manchester | device: Nokia 3310,2025-06-25 16:02:44,user1077,transfer,4727.29,EUR,Manchester,Nokia 3310
2517,2025-07-06 03:35:50::user1029::debit::72.93::Cardiff::Huawei P30,2025-07-06 03:35:50,user1029,debit,72.93,GBP,Cardiff,Huawei P30
2518,14/07/2025 03:26:09 ::: user1025 *** REFUND ::: amt:3974.23£ @ Leeds <Xiaomi Mi 11>,2025-07-14 03:26:09,user1025,refund,3974.23,GBP,Leeds,Xiaomi Mi 11
